id,name,neighbourhood_cleansed,latitude,longitude,price,security_deposit,cleaning_fee,extra_people,guests_included,property_type,room_type,accommodates,bathrooms,bedrooms,beds,number_of_reviews,reviews_per_month,review_scores_rating,review_scores_location,availability_365,host_id,host_is_superhost,host_identity_verified,is_superhost
14068102,The garden room,Balvanera,-34.61141,-58.41223,1128.0,0.0,996.0,531.0,1,Apartment,Private room,2,1.0,1.0,1.0,81,1.85,95.0,9.0,353,57049922,True,True,0.0
14069524,Great Loft in Nuñez!!!,Nuñez,-34.55145,-58.47222,2987.0,19914.0,1659.0,1328.0,2,House,Entire home/apt,5,1.0,1.0,4.0,25,0.59,99.0,10.0,89,27656029,False,False,0.0
14074689,Hermoso apartamento en Recoleta para 2/3 huéspedes,Recoleta,-34.5917,-58.39752,2323.0,,996.0,0.0,1,Condominium,Entire home/apt,3,1.0,1.0,2.0,107,2.36,98.0,10.0,356,84554394,True,True,0.0
14076229,Cozy private room at the heart of BA!,San Nicolas,-34.59874,-58.37082,797.0,0.0,1328.0,1659.0,1,Apartment,Private room,1,1.5,1.0,2.0,22,0.48,90.0,9.0,364,25657833,False,True,0.0
14085179,"In front of La Rural, US visa and garage Pmo Soho!",Palermo,-34.58224,-58.42132,2323.0,0.0,1991.0,0.0,1,Apartment,Entire home/apt,2,1.5,2.0,1.0,73,1.6,93.0,10.0,352,560338,False,False,0.0
14086919,HABITACION  CON CAMA DOBLE O 2 CAMAS SINGLE S3,San Telmo,-34.61695,-58.37017,1195.0,0.0,996.0,332.0,1,House,Private room,2,3.0,1.0,1.0,1,0.1,100.0,10.0,363,4372509,True,True,0.0
14088640,Double room + private bathroom,Monserrat,-34.6097,-58.38213,2987.0,0.0,0.0,531.0,2,Bed and breakfast,Hotel room,2,1.0,1.0,1.0,12,0.3,90.0,10.0,332,5080344,False,False,0.0
14089761,3 amb equipado y amoblado cerca de la UBA,Recoleta,-34.59539,-58.40672,1925.0,30000.0,1200.0,0.0,1,Apartment,Entire home/apt,4,1.0,2.0,3.0,0,0.0,,,296,7786587,False,False,0.0
14090273,Apartamento Luminoso en el centro de Buenos Aires.,San Nicolas,-34.60338,-58.38306,1195.0,49785.0,797.0,0.0,2,Apartment,Entire home/apt,4,1.0,2.0,3.0,241,5.65,95.0,10.0,335,83115373,False,False,0.0
14091811,Studio con Piscina en Colegiales. Luz y Confort,Colegiales,-34.57834,-58.44957,1527.0,13276.0,0.0,0.0,1,Apartment,Entire home/apt,2,1.0,0.0,2.0,154,3.39,99.0,10.0,269,47740829,True,True,0.0
14093531,Departamento 3 ambientes completo en Balvanera,Balvanera,-34.61042,-58.40245,1991.0,,,300.0,4,Apartment,Entire home/apt,5,2.0,2.0,4.0,16,0.35,95.0,10.0,178,84796883,True,False,0.0
14093581,Room in cozy duplex in Palermo!,Recoleta,-34.59188,-58.40483,929.0,0.0,0.0,0.0,1,Apartment,Private room,1,1.0,1.0,1.0,6,0.14,90.0,10.0,315,76583286,False,False,0.0
14093961,Beautiful House B&B / Pool+Barbecue+Solarium+Green,Belgrano,-34.552,-58.44937,18586.0,66380.0,1659.0,2323.0,4,House,Private room,8,3.0,3.0,8.0,52,1.2,90.0,10.0,364,84803407,False,False,0.0
14103360,The Best Location in Buenos Aires - Palermo Soho!,Palermo,-34.58888,-58.42798,5310.0,19914.0,1991.0,0.0,1,Apartment,Entire home/apt,4,1.0,2.0,3.0,179,4.08,96.0,10.0,157,20955385,True,True,0.0
14109394,Palermo Studio - BEST LOCATION,Palermo,-34.58907,-58.42021,2191.0,19914.0,1195.0,1195.0,2,Apartment,Entire home/apt,2,1.0,0.0,1.0,153,3.36,95.0,10.0,65,51591898,False,True,0.0
14110460,Secluded and Quiet Tango Garden Hideaway!,Monserrat,-34.61602,-58.38547,3186.0,23233.0,3120.0,0.0,2,Guest suite,Entire home/apt,2,1.0,1.0,1.0,1,0.04,100.0,10.0,349,19821054,False,False,0.0
14119348,Duplex Studio Eco-Design,Balvanera,-34.61593,-58.40525,2323.0,6638.0,1991.0,332.0,1,Apartment,Entire home/apt,3,1.0,1.0,2.0,9,0.24,87.0,9.0,365,9144221,False,True,0.0
14119697,Edificio Charcas Apart Hotel,Retiro,-34.59542,-58.37736,3319.0,0.0,0.0,797.0,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,0.02,60.0,8.0,0,85109742,False,False,0.0
14120540,Monoambiente en Floresta,Floresta,-34.62598,-58.48937,797.0,0.0,0.0,332.0,2,Apartment,Entire home/apt,3,1.0,0.0,1.0,47,2.11,96.0,9.0,308,84673227,True,False,0.0
14122721,Sunny 1br Apartment in Recoleta,Retiro,-34.59567,-58.38602,3319.0,6638.0,996.0,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,0,0.0,,,0,31461940,False,True,0.0
14123860,Palermo Sol Apartment,Palermo,-34.59462,-58.41583,1991.0,0.0,3319.0,0.0,1,Apartment,Entire home/apt,2,1.0,0.0,0.0,4,0.23,95.0,10.0,299,16000925,True,True,0.0
14123953,"ideal estudiantes, pleno palermo soho",Palermo,-34.591,-58.42495,7966.0,132760.0,9957.0,0.0,1,Apartment,Entire home/apt,6,2.0,5.0,5.0,0,0.0,,,257,7786587,False,False,0.0
14126967,"Stylish 1 BR Quartier San Telmo (gym, pools & pkg)",Constitucion,-34.62456,-58.37689,3651.0,0.0,0.0,664.0,3,Apartment,Entire home/apt,4,1.0,1.0,3.0,9,0.22,89.0,9.0,87,69030266,False,False,0.0
14134413,New Apartment in Parque Centenario,Caballito,-34.60798,-58.44103,1527.0,13276.0,0.0,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,11,0.26,94.0,10.0,0,23287194,False,True,0.0
14134658,Hermoso depto amoblado en Recoleta 4 amb,Recoleta,-34.59417,-58.40088,6638.0,99570.0,6638.0,0.0,1,Apartment,Entire home/apt,6,3.0,3.0,5.0,0,0.0,,,88,7786587,False,False,0.0
14136058,depto amoblado excelente ubicacion,Villa Crespo,-34.59605,-58.4441,1726.0,40000.0,3500.0,0.0,1,Apartment,Entire home/apt,4,1.0,2.0,3.0,0,0.0,,,236,7786587,False,False,0.0
14138215,hermoso depto 1 dormitorio en belgrano,Belgrano,-34.55329,-58.44883,2124.0,30000.0,1500.0,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,0.1,40.0,8.0,236,7786587,False,False,0.0
14139469,Stylish Duplex Apartment in Palermo Hollywood,Palermo,-34.57505,-58.43732,5310.0,,1991.0,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,0.03,80.0,6.0,358,8441675,False,True,0.0
14146760,Private Studio 2 blocks from Palermo's Outlet,Villa Crespo,-34.5971,-58.44048,1659.0,66380.0,1991.0,0.0,1,Apartment,Entire home/apt,1,1.0,1.0,1.0,1,0.03,100.0,8.0,269,83828850,False,True,0.0
14152657,AMAZING APARTMENT IN BA!,Recoleta,-34.59397,-58.41307,1527.0,0.0,500.0,300.0,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,9,0.2,96.0,10.0,362,85520282,False,False,0.0
14159785,"Premium Apartment, Luxury Building, Great Location",Recoleta,-34.59574,-58.41348,3983.0,13276.0,2522.0,0.0,1,Apartment,Entire home/apt,2,1.5,1.0,1.0,24,0.57,98.0,10.0,81,85622121,True,True,0.0
14161165,Casa con terraza y patio en el barrio de Nuñez.,Nuñez,-34.55296,-58.46784,1394.0,0.0,1006.0,431.0,1,House,Private room,2,1.0,1.0,1.0,18,0.58,100.0,10.0,85,62700125,False,False,0.0
14162068,Studio in Cañitas GREAT LOCATION,Palermo,-34.56505,-58.44173,1328.0,10000.0,650.0,500.0,3,Apartment,Entire home/apt,2,1.0,0.0,1.0,71,1.6,95.0,10.0,352,85653752,True,False,0.0
14162928,Apart Palermo Hollywood,Colegiales,-34.57916,-58.44131,1460.0,,1659.0,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,43,0.99,98.0,10.0,363,85665004,False,False,0.0
14163267,Dpto En torre de Lujo Quartier! 2 Ambientes 50m2,Constitucion,-34.62549,-58.37722,1726.0,9957.0,996.0,531.0,2,Condominium,Entire home/apt,3,1.5,1.0,2.0,215,4.78,93.0,9.0,317,54648357,False,False,0.0
14166901,Beautiful loft in central location,Monserrat,-34.61514,-58.38557,2124.0,0.0,797.0,531.0,2,Loft,Entire home/apt,4,1.0,0.0,3.0,208,4.72,97.0,10.0,314,8836376,False,True,0.0
14176053,Luminoso Loft en Abasto,Almagro,-34.60078,-58.41399,3983.0,0.0,2655.0,0.0,1,Loft,Entire home/apt,2,1.0,1.0,2.0,17,0.39,100.0,10.0,170,48578804,False,True,0.0
14176490,Beautiful apartment in Palermo,Palermo,-34.57714,-58.40525,6638.0,66379.0,6638.0,0.0,1,Apartment,Entire home/apt,2,2.0,2.0,2.0,6,0.14,100.0,10.0,173,73832805,False,True,0.0
14177626,SUITE QUARTIER MADERO 19 FL - PARK - WASHER,San Telmo,-34.61657,-58.3675,3319.0,26552.0,1991.0,332.0,2,Apartment,Entire home/apt,4,1.0,0.0,3.0,15,0.35,100.0,10.0,90,8852824,True,True,0.0
14182079,Suite with private terrace in Recoleta GREAT VIEW,Recoleta,-34.59324,-58.40224,1859.0,6638.0,996.0,1062.0,1,Other,Private room,2,1.0,1.0,2.0,0,0.0,,,365,1256907,False,True,0.0
14182889,Cómodo Departamento. Excelente zona de Las Cañitas,Palermo,-34.56916,-58.43484,2191.0,7000.0,900.0,0.0,1,Apartment,Entire home/apt,4,1.0,1.0,2.0,23,0.53,92.0,10.0,363,38367306,False,False,0.0
14196950,Great apt in exclusive area Recoleta. Terraza,Recoleta,-34.58556,-58.40644,863.0,2000.0,300.0,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,0,0.0,,,0,85752902,False,False,0.0
14198890,Departamento en Palermo Queen,Villa Crespo,-34.6001,-58.44196,2323.0,0.0,895.0,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,2.0,62,1.42,98.0,10.0,299,86129717,True,False,0.0
14199279,Luminoso departamento en Palermo Hollywood,Palermo,-34.57612,-58.43235,4978.0,6638.0,1991.0,0.0,1,Apartment,Entire home/apt,3,1.0,1.0,2.0,7,0.17,94.0,10.0,299,234585,True,True,0.0
14202905,Your flat in Recoleta!!,Recoleta,-34.59439,-58.40296,3319.0,,,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,122,2.76,97.0,10.0,357,17155345,True,False,0.0
14205927,Hospedaje en Microcentro,Monserrat,-34.61193,-58.37166,1925.0,,1078.0,0.0,1,Apartment,Private room,2,1.0,1.0,1.0,1,0.02,100.0,10.0,0,86212642,False,True,0.0
14218940,Nice private room in the heart of the city,San Nicolas,-34.60814,-58.38437,730.0,0.0,605.0,445.0,1,Apartment,Private room,2,1.0,1.0,1.0,23,0.8,97.0,10.0,0,78925233,True,False,0.0
14222230,LUMINOSA y CÁLIDA HABITACIÓN EXCELENTE ZONA,Chacarita,-34.57973,-58.45408,797.0,0.0,0.0,0.0,1,House,Private room,2,1.0,1.0,2.0,14,0.48,97.0,10.0,365,558310,False,False,0.0
14222755,"Palermo Hermoso Apto 2 ambientes  ,imperdible",Recoleta,-34.59711,-58.4138,3319.0,,,0.0,1,Apartment,Entire home/apt,3,1.0,1.0,3.0,0,0.0,,,358,86422186,False,False,0.0
14237431,Palermo   3 personas PH luminoso con terraza .,Palermo,-34.58295,-58.42826,5974.0,8297.0,1659.0,0.0,3,House,Entire home/apt,3,1.0,2.0,2.0,1,0.02,,,0,83612545,False,True,0.0
14238172,Bright Private Room. Safe&near Neighborhood. B.A.,Parque Chas,-34.5805,-58.4763,1128.0,21554.0,1796.0,0.0,1,House,Private room,1,0.5,1.0,1.0,13,0.3,94.0,10.0,62,74523094,False,True,0.0
14238482,BA DOWNTOWN Apartamento,San Nicolas,-34.60422,-58.38442,2058.0,6638.0,996.0,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,2.0,24,0.55,97.0,10.0,1,84963885,False,False,0.0
14238976,Twin Room in Boutique Hotel,Balvanera,-34.61558,-58.40508,2589.0,0.0,664.0,1328.0,2,Boutique hotel,Private room,3,1.0,1.0,2.0,2,0.07,70.0,8.0,0,9144221,False,True,0.0
14239473,Nice and Modern Apt in Palermo,Colegiales,-34.57941,-58.44095,1659.0,13276.0,2323.0,332.0,2,Apartment,Entire home/apt,3,1.0,1.0,2.0,92,2.07,93.0,10.0,325,10966956,False,True,0.0
14247543,Incredible antique loft w/ private terrace & patio,Palermo,-34.58158,-58.42671,3651.0,0.0,1659.0,0.0,1,Loft,Entire home/apt,2,1.0,1.0,0.0,28,0.65,96.0,10.0,328,41834084,False,True,0.0
14254505,Luminoso Studio en Palermo Hollywood,Palermo,-34.5824,-58.43339,1460.0,7634.0,398.0,0.0,1,Apartment,Entire home/apt,2,1.0,0.0,1.0,96,2.13,97.0,10.0,313,84445967,True,False,0.0
14260723,Recoleta Apartment 300 SF summer garden terrace,Recoleta,-34.58933,-58.39147,6306.0,,2655.0,0.0,1,Apartment,Entire home/apt,2,1.0,2.0,3.0,21,0.47,99.0,10.0,364,17530084,True,True,0.0
14261528,"RECOLETA. A estrenar con pileta, parrilla, gym (I)",Recoleta,-34.58902,-58.40345,1991.0,,,0.0,1,Apartment,Entire home/apt,2,1.0,0.0,1.0,365,8.02,97.0,10.0,364,84477993,True,True,0.0
14264117,Excellent Opportunity! Recoleta Department,Retiro,-34.59481,-58.38544,863.0,13276.0,1659.0,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,4,0.1,100.0,10.0,178,81729374,False,False,0.0
14265451,"Private, bright and comfortable! Residential area.",Belgrano,-34.56905,-58.45852,531.0,165947.0,,19914.0,2,Apartment,Entire home/apt,2,2.0,1.0,2.0,29,0.68,93.0,10.0,0,86928821,False,False,0.0
14272266,Colonial guesthouse for Tangolovers,San Telmo,-34.62405,-58.37055,1792.0,0.0,0.0,664.0,1,Guesthouse,Private room,2,1.0,1.0,2.0,25,0.59,97.0,9.0,365,2556830,True,True,0.0
14274865,Apartamento 3 huespedes Las Cañitas,Palermo,-34.57194,-58.43156,3585.0,,,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,0,0.0,,,268,2638586,False,True,0.0
14277647,One bed in a 8 beds dorm,Monserrat,-34.60906,-58.38401,797.0,,,0.0,1,Bed and breakfast,Hotel room,1,1.0,1.0,6.0,48,1.14,89.0,10.0,346,5080344,False,False,0.0
14278076,One bed in  female room (6 beds),Monserrat,-34.60977,-58.38421,929.0,,,0.0,1,Bed and breakfast,Hotel room,1,1.0,1.0,6.0,7,0.17,77.0,9.0,346,5080344,False,False,0.0
14279115,"Sophisticated private room, heart of Buenos Aires",Monserrat,-34.61252,-58.38733,2124.0,0.0,929.0,0.0,2,Apartment,Private room,2,1.5,1.0,1.0,0,0.0,,,358,13603906,False,False,0.0
14279247,Habitación en Recoleta,Recoleta,-34.58617,-58.40265,1328.0,0.0,332.0,0.0,1,Apartment,Private room,1,1.0,1.0,1.0,0,0.0,,,115,51672175,False,False,0.0
14288381,Su Estar Almagro - Dep. Para Dos,Almagro,-34.60596,-58.41452,1328.0,3518.0,863.0,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,2.0,7,0.16,100.0,10.0,89,51527368,False,False,0.0
14294720,BA+DOWNTOWN,San Nicolas,-34.60019,-58.37724,730.0,2998.0,400.0,0.0,1,Apartment,Entire home/apt,4,1.0,2.0,3.0,0,0.0,,,0,87285750,False,False,0.0
14295308,Monoambiente/ Studio en Barrio Norte,Recoleta,-34.59901,-58.39491,1062.0,,,0.0,1,Apartment,Entire home/apt,3,1.0,0.0,2.0,1,0.02,,,201,54607230,False,False,0.0
14296370,Comfortable departamento Downtown,San Nicolas,-34.60077,-58.37409,664.0,0.0,0.0,400.0,2,Apartment,Entire home/apt,5,1.0,2.0,4.0,148,3.26,99.0,10.0,84,84479140,True,True,0.0
14297344,Excellent furnished studio. Lovely location!,Palermo,-34.57192,-58.43288,597.0,50000.0,900.0,0.0,1,Apartment,Entire home/apt,2,1.0,0.0,1.0,2,0.39,90.0,10.0,0,23609099,False,False,0.0
14297758,Bright Studio in Downtown BA,San Nicolas,-34.59947,-58.37986,2390.0,,664.0,0.0,1,Condominium,Entire home/apt,2,1.0,1.0,2.0,3,0.12,93.0,9.0,363,30559872,False,True,0.0
14300076,Lovely apartment in refined Belgrano!!!,Belgrano,-34.55917,-58.45064,2655.0,,,0.0,1,Apartment,Private room,2,1.0,1.0,1.0,2,0.04,100.0,10.0,0,41621136,False,False,0.0
14301538,"Best Location, Large Private Terrace, Unique Place",Palermo,-34.5856,-58.43498,4315.0,29871.0,664.0,0.0,1,Apartment,Entire home/apt,4,2.5,2.0,3.0,5,0.11,100.0,10.0,0,42219156,True,True,0.0
14312874,Increíble  2 bdr in Las Cañitas. Best location!,Palermo,-34.57002,-58.4325,5310.0,13276.0,664.0,0.0,1,Apartment,Entire home/apt,4,1.5,2.0,3.0,40,0.89,96.0,10.0,351,87492666,True,False,0.0
14313677,"El mejor Departamento, Corazón de Buenos Aires 2p",San Nicolas,-34.60409,-58.37938,863.0,0.0,0.0,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,2.0,75,1.67,86.0,10.0,88,87488704,False,False,0.0
14317252,Departamento temporal en Nuñez,Nuñez,-34.54565,-58.46121,5642.0,99570.0,1991.0,0.0,1,Apartment,Entire home/apt,5,2.5,3.0,4.0,7,0.24,97.0,10.0,329,87551841,False,True,0.0
14321940,Depto con Onda en Recoleta. Habitación con baño.,Recoleta,-34.59791,-58.39475,3319.0,,,0.0,1,Apartment,Private room,1,2.0,1.0,1.0,3,0.08,100.0,10.0,364,42388196,True,True,0.0
14322381,Moderno departamento en Buenos Aires,Almagro,-34.60347,-58.41849,3651.0,0.0,996.0,0.0,1,Apartment,Entire home/apt,3,1.5,1.0,2.0,25,0.58,99.0,10.0,333,74516798,False,False,0.0
14327492,MONOAMBIENTE PRINGLES,Almagro,-34.60541,-58.42816,1527.0,,,0.0,1,Apartment,Entire home/apt,3,1.0,1.0,0.0,3,0.08,93.0,10.0,71,64913483,False,False,0.0
14328570,AP. DELUXE TORRES DE MONTAÑESES,Nuñez,-34.54855,-58.45812,5310.0,26552.0,1659.0,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,3,0.08,100.0,9.0,116,77357657,False,False,0.0
14330090,"Recoleta, Juncal y Billinghurst-",Recoleta,-34.58717,-58.40776,1394.0,,,0.0,1,Apartment,Entire home/apt,3,1.0,1.0,2.0,22,0.71,99.0,10.0,1,58191255,True,True,0.0
14332435,Unique House w/ Roof-Top Terrace,Palermo,-34.5922,-58.42117,3651.0,100964.0,996.0,0.0,1,Apartment,Entire home/apt,2,3.0,1.0,1.0,4,0.1,87.0,10.0,89,25140173,False,True,0.0
14334520,New Studio Diagonal Sur,Monserrat,-34.61327,-58.37858,2788.0,9957.0,,0.0,1,Apartment,Entire home/apt,2,1.0,0.0,2.0,24,0.56,98.0,10.0,362,86960462,False,False,0.0
14334965,"Lovely Apartment, perfectly located in Recoleta",Recoleta,-34.59149,-58.39746,2655.0,0.0,1991.0,0.0,1,Apartment,Entire home/apt,3,1.0,1.0,2.0,70,1.65,98.0,10.0,346,87695474,True,False,0.0
14339086,Confrotable private room 10' from the city center,San Cristobal,-34.62629,-58.40038,398.0,,,150.0,2,Hostel,Private room,2,5.5,1.0,0.0,9,0.21,93.0,8.0,364,87802354,False,True,0.0
14341489,"Cozy apartment! Luz, aire&silencio",Palermo,-34.5829,-58.41643,3651.0,,,0.0,1,Apartment,Entire home/apt,3,1.0,2.0,2.0,18,0.4,95.0,10.0,89,87829505,False,False,0.0
14342195,Riobamba YSuites Recoleta,Recoleta,-34.59793,-58.39537,4647.0,56423.0,2655.0,0.0,2,Apartment,Entire home/apt,2,1.0,1.0,1.0,0,0.0,,,155,57140580,False,False,0.0
14350417,Cozy loft to LOVE BA. All you need is LOFT :),Constitucion,-34.61982,-58.379,2854.0,,1991.0,0.0,1,Loft,Entire home/apt,2,1.0,0.0,1.0,9,0.21,98.0,10.0,156,32907999,False,True,0.0
14352303,Hermoso depto en Villa Urquiza ❤️,Villa Urquiza,-34.57922,-58.48494,4647.0,13276.0,1659.0,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,3,0.07,90.0,10.0,88,84908550,False,False,0.0
14353407,Beautiful and spacious one bedroom apt. in Palermo,Palermo,-34.59715,-58.41601,1726.0,0.0,1991.0,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,0.03,100.0,10.0,88,6659220,False,True,0.0
14354825,An aristocratic nest in the nicest area of Palermo,Palermo,-34.5785,-58.41496,6638.0,66380.0,3983.0,664.0,2,Apartment,Entire home/apt,5,2.5,3.0,4.0,7,0.17,94.0,10.0,264,5488681,False,True,0.0
14355387,"Encantador Departamento★Charming Flat,Congreso, BA",Balvanera,-34.61028,-58.39346,1593.0,,1593.0,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,30,0.86,99.0,10.0,160,86188755,True,False,0.0
14367654,Dpto en Recoleta 2 amb Muy amplio y Super luminoso,Recoleta,-34.59772,-58.41499,3186.0,6572.0,1659.0,0.0,1,Apartment,Entire home/apt,4,1.0,1.0,4.0,45,1.03,98.0,10.0,0,44494338,True,True,0.0
14370934,Amplio Departamento en Recoleta,Recoleta,-34.59136,-58.39814,2655.0,6638.0,996.0,3319.0,2,Apartment,Entire home/apt,2,1.0,1.0,1.0,11,0.27,96.0,10.0,364,88174463,False,True,0.0
14385147,Monoambiente hermoso en Palermo Por día se alquila,Palermo,-34.5799,-58.43252,2323.0,,,0.0,1,Apartment,Entire home/apt,2,1.0,0.0,0.0,2,0.3,100.0,10.0,88,88332223,False,False,0.0
14402395,Bajo el cielo porteño ( La mejor ubicación),San Nicolas,-34.60403,-58.37745,2589.0,0.0,996.0,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,210,4.66,97.0,10.0,363,21724637,True,True,0.0
14404479,Excellent Location Private Room Belgrano.,Belgrano,-34.55834,-58.45261,332.0,,,0.0,1,Apartment,Private room,1,1.0,1.0,1.0,6,0.14,97.0,10.0,0,79273514,False,True,0.0
14404868,1 Bedroom modern appartment in River Plate Stadium,Belgrano,-34.55185,-58.45359,2655.0,,797.0,2655.0,2,Apartment,Entire home/apt,2,1.0,1.0,2.0,52,1.17,94.0,10.0,180,27172836,False,True,0.0
14405169,Cool high-tech Loft in San Telmo,Monserrat,-34.61416,-58.37212,1527.0,25224.0,1328.0,0.0,1,Loft,Entire home/apt,2,1.0,1.0,1.0,12,0.47,100.0,10.0,0,67481341,True,True,0.0
14407114,Hermoso Departamento en San Telmo,Monserrat,-34.61512,-58.37608,2257.0,0.0,1195.0,0.0,1,Apartment,Entire home/apt,2,1.0,0.0,2.0,1,0.02,60.0,2.0,364,39077376,False,False,0.0
14423866,Amplia habitación (A). Con aire y luz.,Chacarita,-34.58928,-58.44747,730.0,265519.0,0.0,531.0,1,House,Private room,1,1.5,1.0,1.0,11,0.28,98.0,9.0,122,88514762,True,False,0.0
14429663,"Casa Reina,habitacion en Palermo 4",Villa Crespo,-34.59291,-58.43295,332.0,,200.0,200.0,1,House,Private room,2,2.0,1.0,1.0,67,1.48,96.0,10.0,90,62424978,True,False,0.0
14434246,Excelente ubicación en Recoleta,Recoleta,-34.58603,-58.40366,1792.0,,,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,38,0.85,88.0,10.0,362,23859892,False,True,0.0
14436159,Disfrute de un lindo espacio en Retiro,Retiro,-34.59361,-58.38416,2522.0,16595.0,3983.0,1195.0,1,Apartment,Entire home/apt,1,1.0,1.0,1.0,1,0.03,100.0,10.0,89,47829209,False,True,0.0
14449711,Cálido apartamento en Palermo Soho,Palermo,-34.58892,-58.43748,1991.0,,996.0,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,25,0.59,98.0,10.0,364,4910963,True,True,0.0
14449945,"Large, Comfortable Apartment in the Heart of BA!",Villa Crespo,-34.6032,-58.43842,3983.0,25148.0,6179.0,0.0,1,Apartment,Entire home/apt,5,2.0,3.0,4.0,2,0.07,80.0,10.0,107,15762855,False,True,0.0
14451014,"Spacious, beautiful 3-BR apt in Belgrano",Palermo,-34.56946,-58.44524,3319.0,0.0,1659.0,664.0,2,Apartment,Entire home/apt,3,1.5,3.0,3.0,4,0.12,100.0,10.0,177,27041942,False,False,0.0
14463479,Estudio Deco Home,Recoleta,-34.58975,-58.40319,2589.0,,664.0,0.0,1,Apartment,Entire home/apt,2,1.0,0.0,0.0,73,1.63,97.0,10.0,270,3900562,True,False,0.0
14463491,Bulnes · Palermo APARTMENT - Sunny and perfect location!,Palermo,-34.59259,-58.41514,2655.0,13276.0,2323.0,0.0,1,Apartment,Entire home/apt,2,1.5,1.0,1.0,1,0.02,100.0,10.0,365,2597734,False,False,0.0
14463862,DEPARTAMENTO 2 AMBIENTES RECOLETA BUENOS AIRES,Recoleta,-34.59507,-58.39398,2987.0,0.0,0.0,996.0,2,Apartment,Entire home/apt,2,1.0,1.0,2.0,4,0.11,95.0,10.0,364,89120567,False,False,0.0
14464310,MONOAMBIENTE EN RECOLETA BUENOS AIRES,Recoleta,-34.59599,-58.39518,3319.0,,,0.0,1,Apartment,Entire home/apt,2,1.0,0.0,1.0,4,0.1,60.0,10.0,364,89120567,False,False,0.0
14464444,Amplio Loft de diseño en Palermo SOHO - 170m2,Palermo,-34.59247,-58.42002,10953.0,33190.0,,0.0,1,Loft,Entire home/apt,2,1.5,1.0,1.0,25,1.0,100.0,10.0,356,89124372,False,False,0.0
14467782,Sophisticated Loft With a Deck Patio in the Heart of Palmero Soho,Palermo,-34.59003,-58.42982,7966.0,19914.0,5310.0,664.0,2,Loft,Entire home/apt,4,2.0,2.0,2.0,56,1.52,98.0,10.0,211,13162230,True,False,0.0
14469687,Palermo Hollywood PH,Palermo,-34.58218,-58.43329,7235.0,,,0.0,1,Apartment,Entire home/apt,3,1.0,1.0,1.0,0,0.0,,,89,63479750,False,True,0.0
14472729,Departamento luminoso con balcon terraza.,Palermo,-34.59068,-58.41363,4315.0,,,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,0,0.0,,,358,45864228,False,True,0.0
14487869,Palermo Soho  Dream  View Loft ,Palermo,-34.58147,-58.4232,7302.0,0.0,3319.0,0.0,1,Condominium,Entire home/apt,2,1.5,1.0,1.0,59,1.34,100.0,10.0,263,319901,True,True,0.0
14500917,Spacious and silent studio in Palermo,Palermo,-34.58394,-58.41364,1460.0,26552.0,1328.0,0.0,1,Apartment,Entire home/apt,2,1.0,0.0,1.0,16,0.36,89.0,9.0,114,16128446,True,True,0.0
14502050,Departamento en Recoleta / Apt. in Recoleta,Recoleta,-34.58921,-58.38847,18254.0,33190.0,4978.0,6107.0,5,Apartment,Entire home/apt,7,3.5,5.0,5.0,27,0.64,97.0,10.0,364,89559173,True,False,0.0
14502499,"¡Monserrat, centro de Buenos Aires... precioso!!!",Monserrat,-34.61503,-58.38544,730.0,,,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,2.0,4,0.09,87.0,9.0,0,89216607,False,True,0.0
14502680,Excelente depto. Inmejorable ubicación. Botánico.,Palermo,-34.5835,-58.41964,6638.0,0.0,1991.0,0.0,1,Apartment,Entire home/apt,5,1.0,2.0,5.0,152,3.45,99.0,10.0,320,46736822,True,True,0.0
14507385,G 4- departamento Baño privado en casa de familia.,Chacarita,-34.58096,-58.45421,1261.0,13276.0,664.0,0.0,1,House,Private room,2,1.0,1.0,1.0,3,0.07,100.0,10.0,365,18412003,True,True,0.0
