id,name,neighbourhood_cleansed,latitude,longitude,price,security_deposit,cleaning_fee,extra_people,guests_included,property_type,room_type,accommodates,bathrooms,bedrooms,beds,number_of_reviews,reviews_per_month,review_scores_rating,review_scores_location,availability_365,host_id,host_is_superhost,host_identity_verified,is_superhost
11508,Amazing Luxurious Apt-Palermo Soho,Palermo,-34.58184,-58.42415,3983.0,0.0,3319.0,0.0,1,Condominium,Entire home/apt,2,1.0,1.0,1.0,26,0.27,95.0,10.0,365,42762,True,True,0.0
12463,Room in Recoleta - awesome location,Recoleta,-34.59761,-58.39468,1593.0,,,0.0,1,Apartment,Private room,1,1.0,1.0,1.0,20,0.16,95.0,10.0,365,48799,False,True,0.0
13095,Standard Room at Palermo Viejo B&B,Palermo,-34.59382,-58.42994,2987.0,,,0.0,1,Bed and breakfast,Private room,2,1.0,1.0,1.0,1,0.06,100.0,10.0,365,50994,False,False,0.0
13096,Standard Room in Palermo Viejo B&B,Palermo,-34.59398,-58.42853,2987.0,19914.0,1328.0,0.0,1,Bed and breakfast,Private room,2,1.0,1.0,2.0,0,0.0,,,365,50994,False,False,0.0
13097,Standard Room at Palermo Viejo B&B,Palermo,-34.59348,-58.42949,2987.0,,,996.0,1,Bed and breakfast,Private room,2,1.0,1.0,2.0,66,1.89,99.0,10.0,365,50994,False,False,0.0
13099,Lofty room in Palermo Viejo B&B,Palermo,-34.59362,-58.42984,3983.0,,,996.0,2,Bed and breakfast,Private room,3,1.0,1.0,3.0,0,0.0,,,365,50994,False,False,0.0
13100,Master Room in Palermo Viejo B&B,Palermo,-34.59288,-58.4301,4647.0,,,996.0,2,Bed and breakfast,Private room,4,1.0,1.0,3.0,1,0.03,80.0,10.0,365,50994,False,False,0.0
14222,"RELAX IN HAPPY HOUSE - PALERMO, BUENOS AIRES",Palermo,-34.58777,-58.41106,2522.0,25004.0,1437.0,1078.0,2,Apartment,Entire home/apt,3,1.0,1.0,1.0,90,0.95,96.0,10.0,363,55825,False,True,0.0
14711,SPECTACULAR ANCIENT HOUSE,Monserrat,-34.60913,-58.37372,7965.0,,,0.0,1,Other,Entire home/apt,3,,,,0,0.0,,,365,57770,False,False,0.0
15074,ROOM WITH RIVER SIGHT,Nuñez,-34.53724,-58.4658,1991.0,,,0.0,1,Apartment,Private room,1,1.0,1.0,1.0,0,0.0,,,365,59338,False,False,0.0
15889,ROOM W /BALCONY-DOWNTOWN ......,Balvanera,-34.6029,-58.4114,2323.0,19914.0,1328.0,1659.0,1,Apartment,Private room,1,1.0,1.0,1.0,6,0.06,95.0,9.0,365,62183,False,False,0.0
16695,DUPLEX LOFT 2 - SAN TELMO,Monserrat,-34.61439,-58.37611,4315.0,0.0,664.0,0.0,2,Loft,Entire home/apt,4,1.0,1.0,1.0,46,0.41,86.0,9.0,364,64880,False,False,0.0
16696,Duplex Loft en Microcentro Porteño,Monserrat,-34.61494,-58.37517,3319.0,0.0,664.0,0.0,1,Loft,Entire home/apt,3,1.0,1.0,2.0,52,0.45,89.0,9.0,365,64880,False,False,0.0
16697,Small Duplex Loft in San Telmo (8),Monserrat,-34.61494,-58.37517,2987.0,0.0,664.0,0.0,2,Loft,Entire home/apt,2,1.0,1.0,0.0,22,0.2,85.0,9.0,365,64880,False,False,0.0
17451,A terrace in Buenos Aires,Belgrano,-34.55811,-58.46462,2257.0,9957.0,1328.0,996.0,1,House,Private room,2,,1.0,1.0,0,0.0,,,87,67732,False,False,0.0
17993,TEMPORARY RENT CUTE APARTMENT IN MICROCENTRO,San Nicolas,-34.60175,-58.3786,2987.0,13276.0,2323.0,332.0,2,Apartment,Entire home/apt,3,1.0,1.0,2.0,7,0.07,100.0,10.0,365,68689,False,False,0.0
18007,apartament in San Telmo,Monserrat,-34.6154,-58.3778,23233.0,,,0.0,1,Apartment,Entire home/apt,2,,,2.0,0,0.0,,,365,69404,False,False,0.0
18061,"Quirky, sunny & spacious - 5 px max",San Telmo,-34.61986,-58.36947,2987.0,9957.0,2589.0,332.0,3,Loft,Entire home/apt,4,1.0,2.0,4.0,144,1.18,93.0,9.0,207,69605,False,False,0.0
19583,"Studio in Recoleta , for two people.",Recoleta,-34.59593,-58.39257,2257.0,,1659.0,0.0,2,Apartment,Entire home/apt,2,1.0,0.0,1.0,200,1.83,97.0,10.0,365,74263,True,True,0.0
20062,PENTHOUSE / best city views !! terrace & pool,Palermo,-34.58183,-58.44143,5974.0,9957.0,4647.0,465.0,2,Apartment,Entire home/apt,4,1.5,2.0,2.0,222,1.83,98.0,10.0,233,75891,True,True,0.0
20429,Hermoso  y acogedor departamento.,Constitucion,-34.62108,-58.38677,2323.0,,,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,0,0.0,,,89,77065,False,False,0.0
21807,Comfortable apartment in San Telmo,San Telmo,-34.62225,-58.37239,3319.0,6638.0,3319.0,0.0,3,Apartment,Entire home/apt,2,1.0,1.0,1.0,0,0.0,,,365,83312,False,False,0.0
21816,Apartment at Faena Hotel,Puerto Madero,-34.61407,-58.36187,11948.0,33189.0,3983.0,0.0,2,Condominium,Entire home/apt,4,1.5,1.0,3.0,0,0.0,,,178,83130,False,True,0.0
21837,Comfortable studio in Callao Avenue,Monserrat,-34.60807,-58.37224,3983.0,,,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,2.0,0,0.0,,,365,80208,False,False,0.0
23798,"CHIC, LIGHT, SPACIOUS LOFT APPT- SAN TELMO",Monserrat,-34.61495,-58.37319,3186.0,8208.0,2462.0,1231.0,2,Loft,Entire home/apt,4,1.0,2.0,4.0,48,0.49,98.0,10.0,65,94615,True,True,0.0
24713,"BEAUTIFUL, EXCELLENT UBICATION/OBELISK  5 STARS!!!",San Nicolas,-34.60254,-58.37811,1991.0,9957.0,664.0,332.0,2,Apartment,Entire home/apt,4,1.0,2.0,3.0,344,3.98,93.0,10.0,312,100743,False,False,0.0
24763,Amazing LOFTpalermo: contemporary and cool,Chacarita,-34.58681,-58.44476,3916.0,36509.0,5974.0,0.0,1,Loft,Entire home/apt,2,1.0,1.0,1.0,32,0.29,94.0,9.0,89,101049,False,True,0.0
25876,Stylish & Comfortable Apartment,San Nicolas,-34.59999,-58.37851,2655.0,0.0,996.0,996.0,2,Apartment,Entire home/apt,4,1.0,1.0,3.0,232,2.01,95.0,10.0,298,108864,True,False,0.0
26258,Huge 473sqf Studio @ Palermo University area,Balvanera,-34.5991,-58.41053,2323.0,26552.0,2655.0,332.0,1,Apartment,Entire home/apt,4,1.5,1.0,2.0,2,0.02,70.0,10.0,362,111013,False,False,0.0
26757,"Sunny Terrace, Cozy Loft, Sleeps 4 in San Telmo",San Telmo,-34.62092,-58.36842,2987.0,0.0,1991.0,0.0,2,Apartment,Entire home/apt,4,1.0,2.0,2.0,82,0.7,97.0,9.0,170,97165,False,True,0.0
26839,Studio in retiro neighborhood,Retiro,-34.59395,-58.37938,2655.0,0.0,996.0,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,0,0.0,,,266,114411,False,True,0.0
27562,Modern & comfortable apartment at best location,Palermo,-34.58095,-58.40461,3983.0,33190.0,1659.0,0.0,2,Apartment,Entire home/apt,2,1.0,1.0,0.0,23,0.21,99.0,10.0,148,119120,True,False,0.0
27631,Apartment for rent in Recoleta,Recoleta,-34.591,-58.39039,3253.0,6638.0,996.0,664.0,2,Apartment,Entire home/apt,3,1.0,1.0,3.0,97,0.82,93.0,10.0,365,119446,False,True,0.0
27991,One bedroom Apt on corner Corrientes and Araoz.,Villa Crespo,-34.6003,-58.43739,3651.0,16595.0,1659.0,664.0,2,Apartment,Entire home/apt,4,1.0,1.0,3.0,33,0.28,94.0,10.0,329,120567,False,True,0.0
28244,Loft in Palermo Hollywood.Pool 617,Palermo,-34.57628,-58.43456,3784.0,19914.0,2655.0,0.0,1,Loft,Entire home/apt,2,1.5,1.0,1.0,22,0.29,95.0,10.0,89,119613,False,True,0.0
29983,Depto de 1 ambiente en Recoleta,Recoleta,-34.59925,-58.3908,5111.0,,,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,0,0.0,,,365,129235,False,False,0.0
29990,"Funky & Stylish Apartment, Palermo",Palermo,-34.58521,-58.42739,3253.0,0.0,3651.0,0.0,1,Apartment,Entire home/apt,4,1.0,1.0,1.0,154,1.33,93.0,10.0,68,129245,False,True,0.0
31469,Beautiful Home w/ Garden at Racetrack of Palermo,Palermo,-34.56887,-58.4332,2522.0,26552.0,1991.0,664.0,1,Apartment,Entire home/apt,2,1.5,1.0,1.0,11,0.17,100.0,10.0,0,135120,True,False,0.0
31514,BEAUTY DUPLEX LOFT #4 SAN TELMO,Monserrat,-34.61494,-58.37517,4978.0,0.0,664.0,0.0,3,Loft,Entire home/apt,5,1.0,1.0,4.0,28,0.24,83.0,9.0,362,64880,False,False,0.0
31920,Beautifull apartment in Belgrano!,Belgrano,-34.56483,-58.46014,3983.0,,,0.0,1,Apartment,Entire home/apt,3,1.0,1.0,2.0,0,0.0,,,365,137373,False,False,0.0
35703,Charming studio in Palermo/Recoleta,Recoleta,-34.59103,-58.40781,2655.0,,,1328.0,2,Apartment,Entire home/apt,2,1.5,1.0,1.0,84,0.77,97.0,10.0,360,150763,True,False,0.0
37347,Palermo/Las Cañitas Apartment ,Palermo,-34.57148,-58.43246,2655.0,19914.0,1991.0,664.0,2,Apartment,Entire home/apt,3,1.0,1.0,2.0,36,0.32,95.0,10.0,360,161327,True,False,0.0
41242,WONDERFUL HOUSE,Palermo,-34.58986,-58.42518,6638.0,,,0.0,1,House,Private room,2,,1.0,1.0,0,0.0,,,365,74406,False,False,0.0
41243,WONDERFUL HOUSE,Palermo,-34.58983,-58.42532,6638.0,,,0.0,1,House,Private room,5,3.0,1.0,2.0,0,0.0,,,365,74406,False,False,0.0
41608,Palermo Soho Spectacular New Unit,Palermo,-34.58576,-58.42803,4978.0,9957.0,1659.0,0.0,2,Apartment,Entire home/apt,2,1.0,0.0,1.0,123,1.14,95.0,10.0,365,181721,False,True,0.0
42450,French Classic in San Telmo: Balcony over Defensa!,Monserrat,-34.61578,-58.37175,5974.0,19914.0,1991.0,0.0,1,Condominium,Entire home/apt,4,2.0,2.0,2.0,130,1.24,96.0,10.0,264,185437,True,False,0.0
45498,"Quite & Chic, fully equipped, 2Bd, pool & terrace",Palermo,-34.58182,-58.44144,5310.0,9957.0,3983.0,664.0,2,Apartment,Entire home/apt,4,1.5,2.0,2.0,115,0.98,97.0,10.0,270,75891,True,True,0.0
48089,Recoleta Classic French-Style 2BDR,Recoleta,-34.58705,-58.38791,4647.0,0.0,0.0,0.0,1,Apartment,Entire home/apt,4,1.5,2.0,3.0,101,0.87,98.0,10.0,365,192475,True,True,0.0
48527,French style apartment in Recoleta ,Recoleta,-34.58543,-58.39637,8497.0,33190.0,2987.0,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,0.01,60.0,,365,221661,False,False,0.0
48535,Elegant apartment in downtown Bs.As,Retiro,-34.59456,-58.37503,3319.0,,3319.0,0.0,2,Apartment,Entire home/apt,2,2.0,1.0,2.0,0,0.0,,,364,221044,False,False,0.0
48678,Grate & Luxury apartment Recoleta ,Recoleta,-34.58722,-58.39676,8497.0,33190.0,2987.0,0.0,4,Apartment,Private room,3,1.0,1.0,2.0,1,0.01,80.0,,365,221661,False,False,0.0
50778,Gorgeous 2bdrm in Awesome Recoleta,Recoleta,-34.58978,-58.40011,2987.0,0.0,2655.0,664.0,2,Condominium,Entire home/apt,4,1.5,2.0,2.0,96,0.83,88.0,10.0,179,233651,False,True,0.0
52115,Little & beautifull Recoleta apt.,Recoleta,-34.59544,-58.39319,3983.0,13276.0,2323.0,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,0.0,2,0.13,100.0,10.0,95,240731,True,True,0.0
52511,San Telmo Apartment (Buenos Aires),Monserrat,-34.60886,-58.37349,4647.0,,,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,0,0.0,,,365,242939,False,False,0.0
53097,Duplex-Loft in  Historic Quartier of Buenos Aires,Monserrat,-34.61494,-58.37517,3983.0,0.0,664.0,0.0,1,Loft,Entire home/apt,4,1.0,2.0,3.0,36,0.31,86.0,9.0,365,64880,False,False,0.0
53905,Trendy studio in Villa Crespo!,Villa Crespo,-34.59814,-58.43858,1991.0,19914.0,1659.0,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,77,0.67,94.0,10.0,364,252182,False,False,0.0
61282,Loft with Balcony in Belgrano,Nuñez,-34.55396,-58.46753,1659.0,0.0,0.0,0.0,1,Loft,Entire home/apt,2,2.0,1.0,1.0,140,1.23,98.0,10.0,239,296398,True,True,0.0
61882,Private Room in Buenos Aires City Center,San Nicolas,-34.60142,-58.37094,1792.0,6638.0,664.0,398.0,1,Apartment,Private room,2,1.0,1.0,1.0,9,0.08,98.0,9.0,328,122080,False,True,0.0
65446,Luxury Premier Loft with Breathtaking Views  ★★★★★,Palermo,-34.58092,-58.42515,7966.0,13276.0,3319.0,0.0,1,Condominium,Entire home/apt,2,1.5,1.0,1.0,160,1.51,99.0,10.0,302,319901,True,True,0.0
65513,Comfortable apartment for 5 in BsAs,Retiro,-34.59811,-58.37779,7302.0,26552.0,2987.0,0.0,1,Apartment,Entire home/apt,5,1.5,3.0,3.0,5,0.06,85.0,10.0,364,320183,True,False,0.0
65519,Great Apartment in Las Cañitas (Palermo) for 5,Palermo,-34.57004,-58.43118,8629.0,0.0,3319.0,0.0,1,Apartment,Entire home/apt,5,2.0,3.0,4.0,13,0.17,92.0,10.0,365,320183,True,False,0.0
66939,"★ Instaworthy Views, 20th Floor ★ Pool+Gym+Sauna",Palermo,-34.58246,-58.42442,5841.0,13276.0,2655.0,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,262,2.48,98.0,10.0,333,319901,True,True,0.0
66940,Pool Party studio +  Views over the Pool  ❤,Palermo,-34.58251,-58.42322,3319.0,13276.0,2655.0,0.0,1,Condominium,Entire home/apt,2,1.0,1.0,1.0,219,2.19,99.0,10.0,364,319901,True,True,0.0
68173,"Best Area in Palermo, Luxury Studio",Palermo,-34.57894,-58.42858,3385.0,26552.0,2323.0,0.0,2,Apartment,Entire home/apt,2,1.0,0.0,1.0,78,0.7,98.0,10.0,327,31299,True,True,0.0
68489,Best Block in Palermo Hollywood,Palermo,-34.58045,-58.43208,4447.0,26552.0,2655.0,996.0,2,Apartment,Entire home/apt,3,1.0,1.0,2.0,142,1.28,96.0,10.0,348,31299,True,True,0.0
68800,Recoleta great penthouse  w/private terrace &grill,Recoleta,-34.59278,-58.3876,25224.0,19914.0,6638.0,664.0,4,Apartment,Entire home/apt,11,5.5,4.0,6.0,76,0.85,91.0,10.0,270,221405,True,True,0.0
68868,"Luxury Sky Loft , Dream View Apartment ★★★★★",Palermo,-34.5814,-58.4251,7966.0,13276.0,3319.0,0.0,1,Condominium,Entire home/apt,2,1.5,1.0,1.0,245,2.28,99.0,10.0,332,319901,True,True,0.0
69063,"Beautiful, great location, quiet, Nespresso.",Recoleta,-34.59429,-58.39778,2191.0,16595.0,1991.0,0.0,2,Apartment,Entire home/apt,4,1.0,1.0,3.0,196,1.94,93.0,10.0,351,344599,False,True,0.0
69086,Little Duplex Loft (1) San Telmo,Monserrat,-34.61495,-58.37517,2655.0,0.0,664.0,0.0,1,Loft,Entire home/apt,2,1.0,1.0,2.0,39,0.44,86.0,9.0,365,64880,False,False,0.0
69880,"Gorgeous 2bd/2.5 bth, Rooftop Pool, Pal. Hollywood",Palermo,-34.57797,-58.43821,7966.0,19914.0,3651.0,0.0,1,Apartment,Entire home/apt,4,2.5,2.0,3.0,25,0.23,89.0,9.0,365,315089,False,True,0.0
70082,High category appartment Belgrano,Palermo,-34.56928,-58.44377,2987.0,16595.0,,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,38,0.34,97.0,10.0,208,353823,False,True,0.0
71801,Studio in Recoleta most secure area,Recoleta,-34.59591,-58.39931,4647.0,26552.0,1328.0,2655.0,2,Apartment,Entire home/apt,2,1.0,0.0,1.0,92,0.83,90.0,10.0,364,368954,False,True,0.0
72204,Beautiful house in Palermo SOHO,Palermo,-34.5902,-58.42993,24029.0,86294.0,4647.0,996.0,5,Townhouse,Entire home/apt,8,2.0,4.0,5.0,22,0.41,99.0,10.0,364,373629,True,True,0.0
73180,Palermo Apt - Las Cañitas area,Palermo,-34.57213,-58.43294,1991.0,19914.0,1991.0,664.0,2,Apartment,Entire home/apt,3,1.0,1.0,1.0,25,0.25,95.0,10.0,185,161327,True,False,0.0
74383,Spectacular Penthouse 2BR with River&Sunrise views,Palermo,-34.58632,-58.43241,11616.0,16595.0,3983.0,0.0,4,Loft,Entire home/apt,4,2.5,2.0,2.0,60,0.57,100.0,10.0,208,319901,True,True,0.0
75094,Amazing apartment in Recoleta,Recoleta,-34.58918,-58.39518,2987.0,19914.0,1991.0,664.0,2,Apartment,Entire home/apt,3,1.5,1.0,2.0,113,1.01,96.0,10.0,230,161327,True,False,0.0
75492,Studio Loft in Palermo Soho #1,Palermo,-34.589,-58.42024,3186.0,9957.0,1991.0,0.0,1,Loft,Entire home/apt,2,1.0,1.0,1.0,315,3.11,95.0,10.0,347,400828,True,True,0.0
75526,GUAPO / Amazing Large Studio* with great views.,Palermo,-34.58256,-58.42523,4647.0,13276.0,2655.0,0.0,1,Condominium,Entire home/apt,2,1.0,1.0,1.0,103,0.96,99.0,10.0,365,319901,True,True,0.0
76005,"Heart of Recoleta, no better place!",Recoleta,-34.59014,-58.39386,2655.0,19914.0,3651.0,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,6,0.06,100.0,10.0,365,315089,False,True,0.0
76385,Studio In Downtown Buenos Aires,Monserrat,-34.61365,-58.3849,2987.0,,,664.0,2,Apartment,Entire home/apt,3,1.0,1.0,2.0,324,2.92,93.0,10.0,359,407702,True,True,0.0
77024,RECOLETA Juncal 1360 2C,Retiro,-34.59258,-58.3866,1726.0,0.0,664.0,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,2.0,22,0.2,90.0,10.0,365,411077,False,False,0.0
77404,Beautiful Duplex - Trendy Palermo,Palermo,-34.56692,-58.43324,3385.0,33190.0,1991.0,332.0,2,Apartment,Entire home/apt,3,1.5,2.0,2.0,19,0.19,98.0,10.0,268,161327,True,False,0.0
77704,PALERMO SOHO Cheap Little Apt,Palermo,-34.58107,-58.42602,2854.0,,,0.0,2,Apartment,Entire home/apt,2,1.0,1.0,2.0,119,1.11,93.0,10.0,365,417020,True,True,0.0
77776,"BUENOS AIRES, RECOLETA, 2 BEDROOM APT",Recoleta,-34.59002,-58.40479,4978.0,33190.0,3319.0,2323.0,2,Apartment,Entire home/apt,3,1.0,2.0,5.0,0,0.0,,,362,417598,False,False,0.0
77860,Private room with balcony with view,Palermo,-34.57269,-58.43395,3983.0,,,0.0,1,Apartment,Private room,1,2.0,1.0,1.0,0,0.0,,,365,402373,False,False,0.0
77942,Great room in Alto Palermo area,San Cristobal,-34.62364,-58.39976,3319.0,9957.0,996.0,465.0,1,Apartment,Private room,2,1.0,1.0,1.0,1,0.01,60.0,10.0,0,418692,False,False,0.0
77994,Studio 1A - Corazon de San Telmo,San Telmo,-34.62014,-58.37371,3319.0,0.0,1328.0,0.0,3,Apartment,Entire home/apt,4,0.0,1.0,2.0,5,0.05,72.0,10.0,11,64880,False,False,0.0
78005,"SOFA STUDIO, SAN TELMO, 1B",San Telmo,-34.61998,-58.37151,3319.0,0.0,664.0,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,2.0,15,0.15,81.0,10.0,365,64880,False,False,0.0
78009,STUDIO DEFENSA 2A en San Telmo,San Telmo,-34.61998,-58.37151,3983.0,0.0,664.0,0.0,2,Apartment,Entire home/apt,4,1.0,1.0,1.0,42,0.38,90.0,10.0,365,64880,False,False,0.0
78014,STUDIO SOFA CAMA & PATIO,San Telmo,-34.61998,-58.37151,2655.0,0.0,1328.0,0.0,1,Apartment,Entire home/apt,1,1.0,1.0,0.0,24,0.23,85.0,10.0,285,64880,False,False,0.0
78068,Lovely Place at a GREAT Location!,Palermo,-34.58288,-58.40535,2323.0,33190.0,1991.0,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,2.0,19,0.17,92.0,10.0,364,419383,True,True,0.0
78351,"Apt in Palermo, Las Cañitas",Palermo,-34.57521,-58.42883,2655.0,23233.0,1659.0,1659.0,2,Condominium,Entire home/apt,3,1.5,1.0,1.0,11,0.13,88.0,9.0,365,420786,False,False,0.0
78685,Luminous Palermo 1BDR Apartment,Palermo,-34.58332,-58.40643,2987.0,33190.0,996.0,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,37,0.34,95.0,10.0,329,419383,True,True,0.0
78703,Amazing Studio with Terrace & BBQ,Recoleta,-34.59446,-58.39588,3186.0,9957.0,1659.0,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,189,1.86,95.0,10.0,299,422878,True,True,0.0
79226,Petite Home,Nuñez,-34.5522,-58.45802,2589.0,6638.0,1328.0,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,39,0.38,94.0,10.0,100,426420,True,True,0.0
79247,"Beautiful Apt in great location, 100% Good Reviews",Almagro,-34.61964,-58.41766,1527.0,0.0,503.0,0.0,2,Apartment,Entire home/apt,2,1.0,1.0,0.0,43,0.39,97.0,9.0,365,426566,True,False,0.0
79766,Cozy 1Bdr Great Terrace! sun/view!!,Recoleta,-34.59118,-58.39664,4315.0,16595.0,1659.0,996.0,2,Apartment,Entire home/apt,3,1.0,1.0,1.0,178,1.83,97.0,10.0,340,422878,True,True,0.0
80950,best neighborhood! palermo,Palermo,-34.59102,-58.43415,1991.0,0.0,996.0,1659.0,2,Apartment,Entire home/apt,2,,1.0,1.0,1,0.05,80.0,10.0,0,438269,False,False,0.0
82623,GARDEN STUDIO FLAT w/swimming pool,Colegiales,-34.57361,-58.45238,1726.0,0.0,821.0,0.0,1,Apartment,Entire home/apt,2,1.0,0.0,1.0,41,0.76,92.0,10.0,365,449610,False,True,0.0
83035,"Central loc. Entire apt, all incl.",Almagro,-34.62053,-58.41653,2058.0,12142.0,,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,0.0,44,0.4,92.0,9.0,239,426566,True,False,0.0
83152,★ Budda Lounge - Dream View Studio ★,Palermo,-34.58064,-58.42367,4315.0,13276.0,2655.0,0.0,1,Condominium,Entire home/apt,2,1.0,1.0,1.0,89,0.82,98.0,10.0,365,319901,True,True,0.0
83440,GREAT! Apartment Alto Palermo,Palermo,-34.59222,-58.41285,6638.0,112846.0,6306.0,0.0,1,Apartment,Entire home/apt,3,1.0,2.0,2.0,5,0.05,100.0,10.0,365,384997,False,True,0.0
84033,Great apart with private terrace & chill out area.,Palermo,-34.586,-58.42534,3983.0,33190.0,1195.0,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,145,1.33,95.0,10.0,199,458852,True,False,0.0
84730,"Spotless apt. in a great location, Wi-Fi, balcony!",Almagro,-34.62053,-58.41653,1460.0,0.0,503.0,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,0.0,65,0.64,96.0,9.0,342,426566,True,False,0.0
84986,"Gorgeous Palermo, Buenos Aires, flatshare.",Palermo,-34.57269,-58.41869,929.0,13276.0,4978.0,332.0,1,Apartment,Private room,1,1.5,1.0,1.0,56,0.51,96.0,10.0,140,454822,False,False,0.0
85949,Modern & Luminous Apt in GreatLocation!,Almagro,-34.62053,-58.41653,1394.0,0.0,503.0,0.0,2,Apartment,Entire home/apt,2,1.0,1.0,0.0,36,0.34,94.0,9.0,237,426566,True,False,0.0
87828,"habitación individual, única huésped de la casa.",Retiro,-34.59278,-58.38196,597.0,0.0,400.0,0.0,1,Apartment,Private room,1,2.0,1.0,1.0,1,0.11,100.0,10.0,88,480785,False,False,0.0
89374,☼ Sunny   1 bedroom + balcony with views,Recoleta,-34.59307,-58.40337,4978.0,13276.0,2655.0,0.0,1,Condominium,Entire home/apt,2,1.0,1.0,1.0,53,0.52,98.0,10.0,294,319901,True,True,0.0
89857,Sunny apartment in Buenos Aires,Balvanera,-34.60236,-58.39291,3983.0,,,0.0,1,Apartment,Entire home/apt,4,1.0,2.0,3.0,0,0.0,,,364,488300,False,True,0.0
91063,"Cosy, central apartment in BsAs",Caballito,-34.61842,-58.43194,3850.0,13276.0,1925.0,664.0,2,Apartment,Entire home/apt,4,1.0,1.0,1.0,55,0.53,93.0,10.0,365,492560,False,True,0.0
92228,Experiencia Recoleta-Buenos Aires,Recoleta,-34.58556,-58.40495,3319.0,6638.0,664.0,0.0,1,Apartment,Entire home/apt,4,1.0,2.0,3.0,2,0.55,100.0,10.0,300,494027,False,True,0.0
92689,Stunning 1BD w/terrace in Palermo,Palermo,-34.57682,-58.40062,5310.0,26552.0,3319.0,1328.0,2,Apartment,Entire home/apt,3,1.0,1.0,1.0,97,0.9,91.0,10.0,365,488973,False,True,0.0
93174,"B&B ""Tucuman 2430""1 room x 1 or 2p",Balvanera,-34.60193,-58.40109,1062.0,0.0,575.0,647.0,1,Apartment,Private room,2,1.0,1.0,2.0,10,0.1,93.0,8.0,365,500210,False,True,0.0
93619,DEPARTMENT C / CABIN SECURITY,San Cristobal,-34.62583,-58.40795,4647.0,,1328.0,0.0,1,Apartment,Shared room,2,,1.0,2.0,0,0.0,,,365,501789,False,False,0.0
96103,ROOM PALERMO best location in BA,Palermo,-34.58248,-58.43523,1460.0,6638.0,664.0,0.0,1,House,Private room,1,2.0,1.0,1.0,61,0.58,94.0,10.0,0,510708,True,True,0.0
96257,Lovely apartment in Buenos Aires,Retiro,-34.5981,-58.37775,4647.0,0.0,2987.0,0.0,1,Apartment,Entire home/apt,3,1.0,1.0,2.0,0,0.0,,,115,320183,True,False,0.0
96490,AMPLIA habitación individual en Buenos Aires,Palermo,-34.58503,-58.41206,664.0,6638.0,332.0,0.0,1,Apartment,Private room,1,1.0,1.0,1.0,0,0.0,,,329,512049,False,False,0.0
96810,Recoleta Luxury: Design and Style!,Retiro,-34.59323,-58.3867,4248.0,,1796.0,719.0,2,Apartment,Entire home/apt,5,2.0,3.0,3.0,35,0.49,87.0,10.0,365,508291,False,False,0.0
97043,Downtown 4 blocks away from Obelisk,San Nicolas,-34.60517,-58.3884,2390.0,26552.0,6638.0,0.0,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,9,0.09,97.0,9.0,360,514200,False,False,0.0
98934,Monthly Apartment Recoleta,Recoleta,-34.5899,-58.39027,4647.0,,,0.0,1,Apartment,Entire home/apt,1,,1.0,1.0,1,0.01,80.0,10.0,365,521351,False,False,0.0
99362,Depto Recoleta 3 dormitorios. Balcon y Wifi,Recoleta,-34.59328,-58.39443,3983.0,0.0,2323.0,0.0,3,Apartment,Entire home/apt,4,2.0,3.0,4.0,16,0.16,80.0,10.0,360,417090,True,True,0.0
100080,Great downtown apartment!,San Nicolas,-34.60319,-58.38805,1925.0,20000.0,1200.0,0.0,1,Apartment,Entire home/apt,4,1.0,1.0,6.0,23,0.25,87.0,10.0,165,526435,False,False,0.0
100930,Great location! 1 block from/Abasto Mall,Balvanera,-34.60475,-58.4093,1991.0,,,0.0,1,Apartment,Entire home/apt,2,1.5,1.0,2.0,2,0.02,90.0,7.0,365,529562,False,False,0.0
104343,Faena Hotel Stunning Views Private Luxury  Suite*,Puerto Madero,-34.6022,-58.35541,7368.0,33189.0,5841.0,4978.0,2,Aparthotel,Hotel room,2,1.0,1.0,1.0,142,1.39,99.0,10.0,359,542973,True,True,0.0
106475,Artdecohouse Palermo,Recoleta,-34.59045,-58.40926,10621.0,46466.0,1991.0,1659.0,5,Apartment,Entire home/apt,5,2.0,3.0,3.0,112,1.07,96.0,10.0,364,547581,False,False,0.0
